Morpheme,Type,Count
Wir,Root,1
Wirtschaftsna,Root,1
Kommen,Root,1
Schäfts,Root,1
Prozess,Root,1
Haltigkeits,Root,1
Norma,Root,1
Schlüssel,Root,1
Konzep,Root,1
Ökonom,Root,1
Ökosteu,Root,1
Ökosteuer,Root,1
Reform,Root,1
Stitui,Root,1
Kapitalar,Root,1
Pioni,Root,1
Arbeit,Root,1
Pot,Root,1
Tat,Root,1
Dring,Root,1
Tensio,Root,1
Derb,Root,1
Dich,Root,1
Robu,Root,1
Streng,Root,1
Widerstandsfäh,Root,1
Alterna,Root,1
Tei,Root,1
Elektromobil,Root,1
Paratur,Root,1
Befäh,Root,1
Paraturfäh,Root,1
Tech,Root,1
ung,Suffix,73
e,Suffix,60
t,Suffix,46
keit,Suffix,39
ig,Suffix,37
er,Suffix,22
s,Suffix,19
n,Suffix,19
lich,Suffix,18
al,Suffix,12
ität,Suffix,9
en,Suffix,9
tion,Suffix,9
anz,Suffix,8
isch,Suffix,8
heit,Suffix,7
te,Suffix,7
bar,Suffix,6
enz,Suffix,6
iv,Suffix,5
end,Suffix,5
ur,Suffix,5
los,Suffix,4
st,Suffix,4
chen,Suffix,3
haft,Suffix,2
tum,Suffix,2
es,Suffix,2
et,Suffix,2
ten,Suffix,2
ist,Suffix,1
ismus,Suffix,1
nis,Suffix,1
ment,Suffix,1
est,Suffix,1
ens,Suffix,1
schaft,Suffix,1
sam,Suffix,1
